rank,artist,title,region,spotify_uri,dominant_emotion,emotion_admiration,emotion_amusement,emotion_anger,emotion_annoyance,emotion_approval,emotion_caring,emotion_confusion,emotion_curiosity,emotion_desire,emotion_disappointment,emotion_disapproval,emotion_disgust,emotion_embarrassment,emotion_excitement,emotion_fear,emotion_gratitude,emotion_grief,emotion_joy,emotion_love,emotion_nervousness,emotion_optimism,emotion_pride,emotion_realization,emotion_relief,emotion_remorse,emotion_sadness,emotion_surprise,emotion_neutral,dominant_emotion_emotive,neutral_score
168,Los Piojos,Tan Solo,Argentina,6Soxxi73U6SO4rOGJwYYxI,sadness,0.0361,0.0021,0.0063,0.0251,0.0153,0.0029,0.0547,0.0545,0.0027,0.3327,0.0216,0.0049,0.004,0.0043,0.0085,0.0002,0.0154,0.0055,0.0096,0.0114,0.003,0.0006,0.0235,0.0017,0.003,0.6033,0.0125,0.069,sadness,0.069
170,Airbag,Solo aquí,Argentina,0OcYoSGA1CFGZcCuPLyfhj,sadness,0.0016,0.0015,0.0063,0.0386,0.0079,0.0069,0.0037,0.0042,0.2944,0.2368,0.0133,0.0086,0.0032,0.0016,0.0034,0.0008,0.0079,0.0022,0.0077,0.0068,0.0107,0.0006,0.0217,0.0014,0.0106,0.4136,0.0024,0.2026,sadness,0.2026
171,"Callejero Fino, La T y La M",Te invito a bailar,Argentina,17vFIehhv8hKSXYn5Ce4Pk,love,0.0078,0.2792,0.0034,0.0067,0.0216,0.0056,0.0035,0.0253,0.1982,0.0039,0.003,0.0025,0.0007,0.0198,0.0009,0.0011,0.0006,0.0355,0.5511,0.0007,0.0301,0.0004,0.0046,0.0006,0.0022,0.0042,0.0016,0.0595,love,0.0595
172,"Zion & Lennox, J Balvin",Otra Vez (feat. J Balvin),Argentina,3QwBODjSEzelZyVjxPOHdq,neutral,0.0026,0.0059,0.0033,0.0088,0.0468,0.0015,0.013,0.0485,0.0053,0.0037,0.0018,0.0026,0.0015,0.0509,0.0026,0.0006,0.0007,0.0223,0.0093,0.0015,0.0041,0.0007,0.0267,0.0014,0.0006,0.0029,0.0161,0.689,excitement,0.689
173,"Blessd, Anuel AA, SOG",TE CANTO BAJITO,Argentina,3I1jcOmPwnzUR5yduDK3yb,love,0.0245,0.2937,0.0034,0.0082,0.0373,0.0033,0.0048,0.0186,0.0524,0.0025,0.0024,0.0014,0.0006,0.0581,0.0013,0.0005,0.0004,0.0439,0.3964,0.0009,0.0134,0.0007,0.0053,0.0007,0.0006,0.0019,0.0045,0.2345,love,0.2345
175,Cosculluela,Manicomio,Argentina,3UVM7rdOSbm2vKDXB9SsWo,love,0.0065,0.0014,0.0057,0.0136,0.0992,0.0054,0.0015,0.0007,0.0061,0.0055,0.0061,0.0019,0.0006,0.007,0.0008,0.0004,0.0004,0.0131,0.6524,0.0006,0.0084,0.0009,0.0127,0.0011,0.0005,0.0026,0.0012,0.3809,love,0.3809
176,DesaKTa2,La Diabla,Argentina,6PaIQ2qR59qiqXgjeTFwJA,neutral,0.0029,0.0025,0.0182,0.0642,0.0145,0.002,0.0012,0.0011,0.0042,0.0221,0.0047,0.012,0.0019,0.0026,0.0032,0.0006,0.0009,0.0023,0.0027,0.0012,0.0021,0.0005,0.007,0.0005,0.0006,0.0184,0.0008,0.8274,annoyance,0.8274
177,Bad Bunny,Si Estuviésemos Juntos,Argentina,35wvL50xvKpCHEJPxLOLPI,love,0.0025,0.0023,0.0144,0.0328,0.0133,0.0105,0.112,0.0612,0.0387,0.4317,0.029,0.0078,0.0101,0.0087,0.0354,0.0011,0.0111,0.0056,0.5602,0.0497,0.0238,0.0006,0.0373,0.0026,0.0335,0.4043,0.053,0.037,love,0.037
178,"Los Ángeles Azules, Emilia","Perdonarte, ¿Para Qué?",Argentina,4dLLdfiniBhDP9dlJQIOi4,gratitude,0.0008,0.0208,0.0283,0.1528,0.0098,0.0051,0.0302,0.0112,0.0034,0.0326,0.2495,0.0059,0.0075,0.003,0.0014,0.7399,0.0012,0.0132,0.0013,0.0017,0.0044,0.0007,0.013,0.0052,0.0101,0.0121,0.0026,0.0192,gratitude,0.0192
181,"Cosculluela, Bad Bunny",Madura,Argentina,5n2XTRsYFlZwNBp06KAjDX,neutral,0.0017,0.1316,0.0037,0.0276,0.0199,0.0087,0.0008,0.0008,0.0026,0.0197,0.0093,0.0038,0.0024,0.0014,0.0025,0.0003,0.0024,0.0165,0.0019,0.0025,0.0044,0.0006,0.0225,0.0021,0.0014,0.0595,0.001,0.7395,amusement,0.7395
182,"Indio Solari, Los Fundamentalistas del Aire Acondicionado",Había una Vez...,Argentina,3ayHT7okY784fCWMYDbspt,love,0.0133,0.0013,0.0097,0.0157,0.0449,0.0662,0.0015,0.0018,0.2777,0.0457,0.0112,0.0068,0.0014,0.0065,0.0033,0.0027,0.0038,0.0257,0.8463,0.004,0.0517,0.002,0.0087,0.0032,0.009,0.0773,0.0015,0.0318,love,0.0318
183,Mancha De Rolando,Arde la Ciudad,Argentina,3SyKG06yOK3omo29EwZ8dP,neutral,0.0059,0.0115,0.0044,0.0416,0.0178,0.0037,0.0008,0.0009,0.0056,0.1182,0.0122,0.0019,0.0027,0.022,0.0018,0.0009,0.0042,0.2299,0.0025,0.0043,0.009,0.0048,0.0247,0.0144,0.001,0.0697,0.0043,0.4114,joy,0.4114
184,"J Balvin, Bad Bunny",QUE PRETENDES,Argentina,25ZAibhr3bdlMCLmubZDVt,neutral,0.0016,0.0018,0.1426,0.2486,0.0357,0.0034,0.0041,0.0051,0.0012,0.0071,0.0444,0.0053,0.0014,0.0007,0.0006,0.0004,0.0003,0.0009,0.001,0.0003,0.0026,0.0003,0.0064,0.0003,0.0003,0.0014,0.0008,0.6736,annoyance,0.6736
186,"JHAYCO, J Balvin, Bad Bunny",No Me Conoce - Remix,Argentina,2beS6dD5rovBxSA1zYoSHR,neutral,0.0228,0.2276,0.003,0.0117,0.0592,0.0018,0.0342,0.0817,0.0012,0.0034,0.0079,0.0021,0.001,0.0045,0.0009,0.0003,0.0003,0.0127,0.0354,0.0006,0.0044,0.0006,0.0092,0.0007,0.0004,0.0013,0.0018,0.6173,amusement,0.6173
188,Patricio Rey y sus Redonditos de Ricota,Tarea Fina,Argentina,4mZHvbJWkK9uVmD9SvHKao,disappointment,0.2524,0.0018,0.0116,0.0233,0.0235,0.0106,0.0591,0.0634,0.0089,0.4137,0.0353,0.0044,0.0028,0.0058,0.0138,0.0006,0.0121,0.0087,0.0905,0.0162,0.0169,0.0014,0.0126,0.0018,0.0072,0.3837,0.006,0.0215,disappointment,0.0215
189,Babasonicos,En Privado,Argentina,0ZyNiSXRbq68lmBjV0vJkR,admiration,0.335,0.0011,0.0021,0.0102,0.2089,0.0013,0.0262,0.0044,0.0025,0.0084,0.0064,0.001,0.0007,0.0322,0.0011,0.0006,0.0007,0.0825,0.0286,0.0017,0.0078,0.0087,0.0498,0.0048,0.0002,0.0012,0.0047,0.2046,admiration,0.2046
191,"J Balvin, Bad Bunny",Si Tu Novio Te Deja Sola,Argentina,2joKSGkqac0LIwYG9Ghrwq,neutral,0.0004,0.0025,0.0409,0.2158,0.0094,0.0081,0.0055,0.0074,0.0109,0.0522,0.0479,0.0103,0.003,0.0006,0.0017,0.0004,0.0011,0.0012,0.001,0.0012,0.0083,0.0003,0.0075,0.0006,0.0053,0.0397,0.0009,0.6143,annoyance,0.6143
193,Viejas Locas,Me Gustas Mucho,Argentina,2kB1rqoTaZ3j6ChtIWGurm,love,0.1287,0.0042,0.0028,0.0036,0.0421,0.0031,0.0079,0.0049,0.0085,0.0035,0.0045,0.0017,0.0005,0.0056,0.001,0.0036,0.0004,0.0205,0.9559,0.0006,0.0117,0.0006,0.0081,0.0005,0.0013,0.0025,0.0027,0.0105,love,0.0105
194,"PEPU, Nico Valdi, Pizzu",FAR AWAY,Argentina,3pcXMfSwwXGcucdrDb6Awd,love,0.0545,0.001,0.0033,0.0048,0.0925,0.0102,0.0793,0.2759,0.0128,0.0067,0.0073,0.0013,0.0005,0.0123,0.0041,0.0004,0.0007,0.0071,0.6752,0.0022,0.0258,0.0005,0.0107,0.0007,0.0014,0.0041,0.0057,0.0983,love,0.0983
195,Airbag,Ganas de Verte,Argentina,3JCian69xIfy8A4799Og5f,curiosity,0.0143,0.0011,0.0065,0.0128,0.0115,0.0296,0.05,0.6076,0.0657,0.0556,0.0068,0.0064,0.003,0.0081,0.0593,0.0003,0.0089,0.0017,0.03,0.026,0.0161,0.0004,0.009,0.0011,0.0052,0.18,0.0221,0.1119,curiosity,0.1119
196,La T y La M,Como Se Siente,Argentina,0tQDrJxQcB5zKGrHx43xUj,neutral,0.0013,0.0033,0.0177,0.1099,0.0136,0.0007,0.0194,0.0135,0.0009,0.011,0.0358,0.0129,0.003,0.0012,0.0015,0.0005,0.0004,0.0012,0.0006,0.0005,0.0017,0.0002,0.0095,0.0003,0.0003,0.0023,0.0024,0.8496,annoyance,0.8496
197,"Maria Becerra, Rei, XROSS",MI AMOR,Argentina,1CSdu8EHZzV0DjYB6RNXbX,love,0.0227,0.0477,0.0078,0.0132,0.0266,0.0754,0.0039,0.0034,0.0149,0.0682,0.0168,0.0035,0.002,0.0062,0.0081,0.0037,0.0024,0.027,0.8783,0.0053,0.0209,0.0011,0.0101,0.0019,0.007,0.0773,0.0022,0.0208,love,0.0208
200,"PinkPantheress, Zara Larsson",Stateside + Zara Larsson,Argentina,1DwscornXpj8fmOmYVlqZt,amusement,0.084,0.8475,0.0019,0.0056,0.0503,0.0048,0.0558,0.1303,0.0051,0.002,0.0039,0.0013,0.0012,0.0324,0.0014,0.0012,0.0006,0.1652,0.0114,0.0023,0.0265,0.0009,0.0131,0.0029,0.001,0.002,0.0054,0.0486,amusement,0.0486
1,Jin,Don’t Say You Love Me,Japan,27xkOIER6uDLKALIelHylZ,sadness,0.0009,0.0014,0.1181,0.1537,0.0058,0.013,0.0039,0.0039,0.0146,0.1752,0.0433,0.0291,0.0049,0.0011,0.0104,0.0003,0.0067,0.0016,0.0104,0.0086,0.0027,0.0005,0.0104,0.0009,0.0052,0.5002,0.0018,0.0899,sadness,0.0899
2,Kenshi Yonezu,IRIS OUT,Japan,59hVbgr8rfYkDbHfr8RcGI,love,0.0122,0.006,0.0359,0.0382,0.0333,0.0242,0.0801,0.1894,0.0097,0.183,0.0622,0.0079,0.0074,0.0053,0.0101,0.0008,0.0107,0.0094,0.8006,0.0167,0.0061,0.0006,0.0148,0.002,0.0412,0.4827,0.0059,0.0322,love,0.0322
3,Mrs. GREEN APPLE,lulu.,Japan,0vE1WglBbhmd5wDO49lcih,caring,0.0047,0.0009,0.0037,0.0109,0.0515,0.3712,0.0237,0.139,0.2198,0.0323,0.0153,0.0024,0.0009,0.0036,0.0088,0.0008,0.0054,0.0045,0.1424,0.0158,0.0402,0.0007,0.0082,0.0033,0.0131,0.1163,0.0013,0.1403,caring,0.1403
4,M!LK,Bakuretsu Aishiteru,Japan,1F1hibBCtNeObRMmEMLHNh,love,0.0497,0.0014,0.0038,0.0043,0.0816,0.0105,0.0095,0.0161,0.0164,0.0026,0.0058,0.0013,0.0006,0.0244,0.0015,0.0032,0.0005,0.0363,0.9462,0.0013,0.018,0.0009,0.0081,0.0011,0.001,0.0019,0.0058,0.0218,love,0.0218
5,HANA,Blue Jeans,Japan,6hnk0Fesq9JOhWpck8HJsj,fear,0.1355,0.0032,0.0091,0.0211,0.0824,0.0103,0.0833,0.0276,0.0049,0.1878,0.0214,0.0129,0.0175,0.014,0.3843,0.0006,0.0166,0.0118,0.3027,0.1805,0.0102,0.0039,0.1371,0.0059,0.0075,0.2622,0.0342,0.0168,fear,0.0168
6,M!LK,Sukisugite METSU!,Japan,0vDqNzQqEhl7boeRS3Joli,love,0.0178,0.0057,0.0179,0.0124,0.0268,0.016,0.0766,0.2143,0.0319,0.0157,0.0182,0.0051,0.0036,0.0288,0.0128,0.0035,0.0025,0.0299,0.9682,0.0098,0.0186,0.0007,0.0141,0.0016,0.0102,0.0222,0.0312,0.0132,love,0.0132
7,HANA,ROSE,Japan,3920QegiL2PHmaYYBVwexC,neutral,0.0027,0.0004,0.0078,0.0388,0.1508,0.0988,0.0037,0.002,0.0033,0.0236,0.0555,0.0023,0.0016,0.0008,0.0197,0.0002,0.0015,0.0009,0.0019,0.0066,0.0188,0.0009,0.0255,0.0022,0.0017,0.0199,0.0004,0.5921,approval,0.5921
8,ARASHI,Five,Japan,2cIqVZFyBH8h5dnrzBvtre,neutral,0.0005,0.001,0.0397,0.2243,0.0144,0.0016,0.0031,0.001,0.0025,0.1325,0.067,0.0308,0.0118,0.0009,0.0231,0.0003,0.0019,0.0013,0.0005,0.0058,0.0026,0.0005,0.0356,0.0011,0.0009,0.0545,0.0023,0.3666,annoyance,0.3666
9,Mrs. GREEN APPLE,ライラック,Japan,21VsLvoE7elUmJZLSawaMh,love,0.012,0.0012,0.0252,0.0365,0.0747,0.0269,0.0168,0.0145,0.0647,0.1059,0.0275,0.0118,0.0029,0.005,0.0748,0.0014,0.0037,0.0071,0.602,0.0406,0.0266,0.0009,0.0161,0.0016,0.0048,0.1041,0.0042,0.0352,love,0.0352
10,King Gnu,AIZO,Japan,65X2koe1LhDgQmRkNdJFv9,love,0.0088,0.0026,0.3518,0.0933,0.0316,0.0364,0.0229,0.0231,0.0146,0.0268,0.0601,0.0212,0.0033,0.0044,0.0109,0.0021,0.0031,0.0086,0.8926,0.0055,0.0121,0.0008,0.0108,0.001,0.0052,0.0366,0.003,0.0226,love,0.0226
11,back number,花束,Japan,3QIAwtEEDOrv0g5NKCGrXZ,love,0.0046,0.0021,0.0156,0.0132,0.0805,0.2358,0.0885,0.2011,0.121,0.0314,0.0315,0.0054,0.0066,0.0062,0.011,0.0252,0.0113,0.01,0.6109,0.0219,0.0617,0.001,0.0152,0.0058,0.4988,0.2148,0.0027,0.018,love,0.018
12,CHANMINA,SAD SONG,Japan,2zxK14g3shGRbgjUmKaj2x,love,0.0465,0.0029,0.0188,0.0186,0.0446,0.0862,0.0858,0.421,0.2976,0.079,0.0377,0.0084,0.0029,0.0187,0.0259,0.0024,0.0096,0.02,0.8347,0.0283,0.0718,0.0013,0.0109,0.0033,0.0275,0.1633,0.0101,0.0118,love,0.0118
13,back number,ブルーアンバー,Japan,35MeePbBnryubkVG0v8GbI,sadness,0.057,0.002,0.0115,0.0176,0.0209,0.0188,0.0051,0.0032,0.0116,0.2356,0.0388,0.0074,0.0035,0.0022,0.0025,0.0044,0.016,0.0068,0.4361,0.0037,0.0082,0.0011,0.0123,0.0024,0.0862,0.6677,0.0028,0.0086,sadness,0.0086
14,BE:FIRST,夢中,Japan,7KNY1e9x1MDvpBAmIAN3tz,love,0.0097,0.0033,0.0097,0.0076,0.0493,0.084,0.0458,0.2667,0.1961,0.0172,0.0121,0.0042,0.003,0.0133,0.0118,0.0039,0.005,0.0175,0.9109,0.014,0.052,0.0007,0.0115,0.0026,0.0578,0.0687,0.0054,0.0195,love,0.0195
15,Mrs. GREEN APPLE,Soranji,Japan,3YML5IHoqWbw9c9vJJvrvM,neutral,0.009,0.001,0.0027,0.0063,0.0591,0.205,0.0098,0.0553,0.2021,0.0048,0.0068,0.0012,0.0005,0.0068,0.0033,0.0149,0.0014,0.0055,0.1695,0.0025,0.2686,0.0009,0.008,0.0019,0.0059,0.0051,0.0013,0.4956,optimism,0.4956
17,back number,ハッピーエンド,Japan,4GqO80eGXA542oTvlYv4LS,love,0.0056,0.0034,0.0176,0.0177,0.0626,0.152,0.0508,0.1465,0.1888,0.0686,0.0588,0.0053,0.0085,0.0078,0.0071,0.0147,0.0129,0.0383,0.5849,0.0216,0.0467,0.0016,0.0187,0.0097,0.5045,0.3273,0.0038,0.0128,love,0.0128
18,"Mrs. GREEN APPLE, Sonoko Inoue",点描の唄,Japan,1sIIlVrnPhrvmTrHtzM7tV,love,0.0163,0.0023,0.0072,0.0067,0.0816,0.111,0.0114,0.0279,0.4249,0.008,0.0127,0.0015,0.0007,0.0199,0.0045,0.0033,0.0016,0.0665,0.7788,0.0037,0.4514,0.0018,0.0079,0.0026,0.0074,0.0065,0.0017,0.0267,love,0.0267
19,Mrs. GREEN APPLE,ダーリン,Japan,7ikOwlVju9HYUKthPiNHwr,desire,0.0021,0.0015,0.0165,0.0396,0.0175,0.0308,0.0166,0.0541,0.4622,0.1654,0.0258,0.0086,0.003,0.0059,0.0086,0.0006,0.0072,0.0053,0.1455,0.0192,0.0182,0.0006,0.0107,0.0021,0.0183,0.3195,0.0033,0.0583,desire,0.0583
20,HANA,NON STOP,Japan,2q910scaHhg6GmqnUKOGHU,neutral,0.0064,0.004,0.0026,0.0259,0.0728,0.0017,0.0479,0.1007,0.0014,0.0328,0.0439,0.0023,0.0095,0.0286,0.002,0.0003,0.0012,0.0143,0.0032,0.003,0.0025,0.0011,0.0462,0.003,0.0077,0.0081,0.0775,0.383,curiosity,0.383
22,Jimin,Who,Japan,7tI8dRuH2Yc6RuoTjxo4dU,neutral,0.0008,0.0007,0.0024,0.0133,0.0109,0.004,0.1875,0.1973,0.0389,0.0635,0.021,0.0019,0.0016,0.0025,0.0035,0.0003,0.0014,0.0012,0.0192,0.0035,0.0104,0.0001,0.0129,0.0005,0.0048,0.0317,0.0078,0.3722,curiosity,0.3722
24,back number,水平線,Japan,3RvdkNMcSy71m0aT6UF9Uf,sadness,0.0546,0.0013,0.0021,0.0078,0.0371,0.1298,0.0045,0.0046,0.014,0.0896,0.0105,0.0016,0.0011,0.0057,0.0355,0.0016,0.0163,0.0111,0.0151,0.0704,0.0168,0.0021,0.0179,0.0096,0.0041,0.4972,0.0021,0.0602,sadness,0.0602
25,"Kenshi Yonezu, Hikaru Utada",JANE DOE,Japan,4oE7MyJhqSD3BaHRpNs8Nl,neutral,0.0013,0.0213,0.0016,0.0087,0.0258,0.0058,0.0135,0.0476,0.0124,0.0061,0.0022,0.0013,0.0015,0.0411,0.0053,0.0002,0.0015,0.0939,0.0028,0.0096,0.0108,0.0007,0.0215,0.0046,0.0009,0.0118,0.008,0.5558,joy,0.5558
26,AiNA THE END,革命道中 - On The Way,Japan,1oFqKeepmT5S8BCGqJl7Ar,neutral,0.0017,0.0022,0.0018,0.0068,0.0119,0.0006,0.0193,0.0134,0.0009,0.0031,0.0054,0.0024,0.001,0.0022,0.0015,0.0007,0.0004,0.0011,0.0011,0.0004,0.0017,0.0002,0.0072,0.0002,0.0004,0.0015,0.0024,0.9487,confusion,0.9487
28,Mrs. GREEN APPLE,僕のこと,Japan,0tnhoHUrHfcLi9hPknUFZ4,nervousness,0.0787,0.0047,0.0055,0.0136,0.0769,0.0483,0.1758,0.189,0.0101,0.0676,0.0197,0.0028,0.0042,0.0582,0.2646,0.0012,0.0147,0.1743,0.1105,0.3612,0.0196,0.0045,0.0431,0.0207,0.0065,0.1867,0.0163,0.0225,nervousness,0.0225
29,HANA,Bloom,Japan,2ezkOPL49H0ZrQYM6y328n,disappointment,0.0171,0.0015,0.0362,0.2346,0.0474,0.0055,0.0423,0.0766,0.0056,0.4553,0.1045,0.0366,0.0284,0.0026,0.0044,0.0004,0.0035,0.0021,0.0127,0.0079,0.0042,0.0007,0.0169,0.0014,0.035,0.1683,0.0025,0.0294,disappointment,0.0294
30,CHANMINA,ハレンチ,Japan,2BfzhBl79bcPOHHXAXJkTY,neutral,0.0028,0.0027,0.0016,0.0063,0.0231,0.0006,0.0028,0.0014,0.0008,0.0026,0.0046,0.0026,0.0009,0.003,0.0016,0.0008,0.0003,0.0018,0.0011,0.0003,0.0015,0.0004,0.0091,0.0004,0.0003,0.0014,0.0014,0.949,approval,0.949
31,Vaundy,Kaiju no Hanauta,Japan,7dTW21YAJxnAOiUh7Rtu9S,desire,0.0206,0.0035,0.0025,0.0113,0.0683,0.0042,0.0021,0.0048,0.7479,0.0087,0.0032,0.0031,0.0006,0.0177,0.0008,0.0013,0.0008,0.012,0.0315,0.0011,0.0226,0.0017,0.0128,0.0013,0.001,0.0036,0.0016,0.1424,desire,0.1424
32,Number_i,3XL,Japan,3sNbkM4pIy1l7p6K2lhpvm,love,0.0445,0.0946,0.0088,0.0086,0.0645,0.0209,0.0663,0.0825,0.028,0.0068,0.0105,0.0026,0.002,0.0272,0.0032,0.0553,0.0027,0.2603,0.9704,0.0066,0.0245,0.0017,0.0165,0.0049,0.0111,0.0218,0.0059,0.0056,love,0.0056
33,back number,HAPPY BIRTHDAY,Japan,4FMz2RFrbDGzJO7K4D0vS3,love,0.0065,0.0022,0.0148,0.0318,0.0333,0.0137,0.1819,0.2004,0.034,0.3287,0.0231,0.0048,0.0103,0.0151,0.0167,0.0014,0.0146,0.0132,0.5982,0.0491,0.0138,0.001,0.0481,0.0045,0.0492,0.4565,0.0502,0.0303,love,0.0303
34,Mrs. GREEN APPLE,青と夏,Japan,5BC6kr6etk2Y9J62AyI4i3,love,0.0124,0.0015,0.0085,0.0202,0.0625,0.0458,0.1451,0.3343,0.03,0.2376,0.0382,0.0032,0.0041,0.0088,0.0132,0.0007,0.0082,0.012,0.5144,0.0345,0.0262,0.0007,0.0215,0.0037,0.034,0.3041,0.0081,0.0316,love,0.0316
35,King & Prince,Theater,Japan,6iltt0n1DkQ0AtCcwxXNZJ,disappointment,0.0069,0.0008,0.0067,0.2022,0.0516,0.0034,0.0175,0.0054,0.004,0.5774,0.3501,0.0043,0.0065,0.0028,0.0015,0.0007,0.0015,0.0035,0.0026,0.0044,0.0082,0.0012,0.0349,0.0034,0.0033,0.0239,0.0034,0.1635,disappointment,0.1635
36,HANA,My Body,Japan,2AdYT7oPiAASC46qF43dia,love,0.0297,0.0014,0.0365,0.0327,0.1062,0.0486,0.0137,0.0197,0.0132,0.0165,0.0592,0.004,0.0015,0.0057,0.0029,0.001,0.0014,0.0118,0.9305,0.0029,0.0113,0.0009,0.0089,0.0011,0.0029,0.0118,0.002,0.0263,love,0.0263
37,sakanaction,Kaiju,Japan,6FhWelfRDMFZRtFUU6SIdC,neutral,0.0009,0.0018,0.0034,0.0481,0.0158,0.0026,0.0088,0.0107,0.2085,0.1618,0.0102,0.0039,0.0033,0.0023,0.0025,0.0002,0.0023,0.0022,0.0033,0.0069,0.0128,0.0004,0.0663,0.0015,0.0033,0.0631,0.0046,0.3705,desire,0.3705
39,back number,どうしてもどうしても,Japan,6hlYmR30RGaHIz4UlVOG2U,desire,0.0073,0.0025,0.0099,0.0153,0.0267,0.013,0.0558,0.192,0.6387,0.0526,0.0144,0.0063,0.003,0.0325,0.0172,0.0008,0.0042,0.0203,0.5201,0.0209,0.0392,0.001,0.0177,0.0023,0.0111,0.0546,0.0162,0.0307,desire,0.0307
40,back number,ヒロイン,Japan,3hBAYbAECEix9raaTq8S3H,love,0.1675,0.0382,0.0054,0.0111,0.0478,0.0323,0.2316,0.1599,0.0107,0.0803,0.0318,0.0053,0.0077,0.0596,0.3255,0.0349,0.0184,0.2584,0.426,0.2428,0.0252,0.0055,0.0432,0.025,0.0149,0.1613,0.0335,0.0056,love,0.0056
41,Snow Man,カリスマックス - CHARISMAX,Japan,76OElzXqlyLCdlSypwSKBy,approval,0.119,0.0021,0.0018,0.0164,0.6689,0.0013,0.0024,0.0031,0.0012,0.0056,0.0139,0.0013,0.0008,0.012,0.0008,0.0006,0.0003,0.0045,0.0032,0.0004,0.0122,0.0026,0.0346,0.0021,0.0002,0.0006,0.0143,0.1807,approval,0.1807
42,Mrs. GREEN APPLE,クスシキ,Japan,57zS3lPil2VxdlBLXHu8l2,love,0.0122,0.0022,0.0114,0.0104,0.0635,0.1399,0.0571,0.2458,0.152,0.0508,0.02,0.0041,0.0032,0.0074,0.0127,0.0039,0.0084,0.0116,0.8902,0.017,0.1023,0.0009,0.0156,0.0035,0.104,0.1708,0.0072,0.0185,love,0.0185
43,CHANMINA,Never Grow Up,Japan,5aDgM8rYPT15CqjkN1EIKq,love,0.0445,0.0024,0.0189,0.0181,0.0376,0.0378,0.1778,0.244,0.0308,0.0886,0.042,0.0089,0.0048,0.0162,0.0373,0.0098,0.0113,0.0143,0.9387,0.0344,0.0242,0.0013,0.0297,0.0039,0.0222,0.1851,0.0423,0.0097,love,0.0097
44,natori,セレナーデ,Japan,0CWAQlHsvfqcKJVVz9up2R,neutral,0.0022,0.0019,0.0113,0.0189,0.0214,0.0511,0.0352,0.1403,0.1178,0.0776,0.0421,0.0051,0.0032,0.0026,0.0068,0.002,0.0077,0.0041,0.1944,0.0119,0.0228,0.0005,0.0105,0.0021,0.1021,0.2526,0.0025,0.4673,sadness,0.4673
46,back number,恋,Japan,7f9DsQEsIoeTwKxV6shsom,love,0.0347,0.002,0.0112,0.0193,0.0387,0.0387,0.0504,0.2445,0.0369,0.1439,0.0616,0.0032,0.0026,0.0103,0.0058,0.0009,0.0043,0.016,0.8123,0.0092,0.0284,0.0008,0.0086,0.002,0.0156,0.0975,0.0063,0.0275,love,0.0275
47,Lilas,恋風,Japan,3gw8n3DG28VaYGuVc3lqxl,love,0.0043,0.0106,0.0127,0.0291,0.0266,0.0235,0.0251,0.0583,0.1328,0.158,0.0141,0.0072,0.0054,0.0167,0.0181,0.0003,0.0073,0.0258,0.7361,0.0533,0.027,0.0009,0.0192,0.0031,0.0145,0.2986,0.0083,0.0262,love,0.0262
48,HANA,Tiger,Japan,20VZXnRzvcS0qVMOThjjmM,amusement,0.0033,0.5751,0.0508,0.0791,0.0247,0.0208,0.0024,0.0045,0.0043,0.0091,0.0094,0.0084,0.0049,0.0089,0.0346,0.0002,0.002,0.0995,0.004,0.0126,0.0088,0.0016,0.0169,0.0039,0.0012,0.0271,0.0023,0.0534,amusement,0.0534
49,CHANMINA,TEST ME,Japan,1chmVQLbEPT5890S0X55pe,sadness,0.0048,0.0014,0.0336,0.0751,0.0151,0.0311,0.0712,0.2312,0.018,0.4017,0.034,0.0162,0.0104,0.0041,0.0218,0.0005,0.0168,0.0029,0.1485,0.0379,0.0098,0.0005,0.0143,0.002,0.0281,0.6764,0.0108,0.0353,sadness,0.0353
50,Number_i,GOD_i,Japan,0burgYTcpItZGiRjvWhJjM,desire,0.005,0.0009,0.0041,0.0087,0.0397,0.0186,0.0133,0.09,0.6771,0.0166,0.0064,0.0024,0.0007,0.0105,0.0043,0.0005,0.0017,0.0056,0.1553,0.0034,0.0483,0.0006,0.0072,0.0011,0.0027,0.0176,0.0025,0.1478,desire,0.1478
51,Number_i,LAVALAVA,Japan,7vgZhgyZBkGJvuh37tJnJo,annoyance,0.001,0.0304,0.0423,0.5135,0.0218,0.0034,0.0131,0.005,0.0049,0.3435,0.2419,0.0075,0.013,0.0019,0.0011,0.0004,0.0011,0.0116,0.0022,0.0051,0.0072,0.0007,0.0326,0.0026,0.0037,0.0308,0.0018,0.0964,annoyance,0.0964
53,HANA,BAD LOVE,Japan,6M4fRouHq1Zxtl05ifoeAL,sadness,0.0057,0.0028,0.0433,0.0401,0.0194,0.0242,0.0157,0.0113,0.0131,0.1563,0.0225,0.009,0.0045,0.0028,0.0118,0.0011,0.0219,0.0062,0.3487,0.0156,0.0049,0.0008,0.0202,0.0023,0.0232,0.7341,0.0054,0.0312,sadness,0.0312
54,sakanaction,IRANAI,Japan,7lT3oj3gxE6AJb87ZK8up7,annoyance,0.0029,0.0017,0.374,0.4629,0.0159,0.005,0.0412,0.1255,0.0294,0.1128,0.091,0.0479,0.0071,0.0148,0.0179,0.0003,0.0021,0.0058,0.011,0.014,0.0048,0.0008,0.0098,0.0012,0.001,0.0266,0.0118,0.0407,annoyance,0.0407
